,user_id
16685667,1
16669267,1
15938728,1
"9806830,",1
"9753568,",1
"9632866,",1
10306754,1
"7684756,",1
"7790698,",1
"7658260,",1
"7701695,",1
"7751824,",1
"7532650,",1
"8840461,",1
"7707862,",1
"7603046,",1
17696558,1
"7468616,",1
17452722,1
14220226,1
17108563,1
16712478,1
16589807,1
16379580,1
16213911,1
15988830,1
"9602192,",1
"2639189,",1
15450628,1
10717862,1
"8354522,",1
10707052,1
"9947056,",1
"9769976,",1
"6693236,",1
13356513,1
13020889,1
13317733,1
12490916,1
"8439590,",1
15902459,1
16353633,1
17489331,1
16557822,1
16515367,1
16508509,1
16503858,1
16501080,1
16501070,1
16501021,1
16513953,1
16501685,1
16500898,1
16520057,1
16519384,1
16516461,1
16506076,1
16504039,1
16584023,1
16580118,1
16561096,1
16560440,1
16558878,1
16558678,1
16558158,1
16520091,1
16520175,1
16520177,1
16499315,1
16503713,1
16519881,1
16504725,1
16504714,1
16504255,1
16504381,1
16507005,1
16501101,1
16497573,1
16504175,1
16521694,1
16503901,1
16500398,1
16561307,1
16559512,1
16559305,1
16558940,1
16558192,1
16557649,1
16556659,1
16557874,1
16557468,1
11305289,1
16557437,1
14738318,1
11300572,1
11295538,1
11287782,1
11328503,1
11322060,1
11291210,1
11465151,1
11333601,1
11302967,1
11314748,1
11287240,1
11288195,1
11368927,1
11294480,1
11291669,1
11292029,1
11311108,1
11330600,1
11402191,1
16880037,1
16504727,1
16522548,1
16505632,1
16555227,1
16557043,1
16556080,1
16555974,1
16555970,1
16555868,1
16555698,1
16555569,1
16555364,1
16555335,1
16555223,1
16512257,1
16552741,1
16550685,1
16545300,1
16541184,1
16539927,1
16536825,1
16516743,1
16514482,1
16513446,1
16503667,1
16504316,1
16504608,1
16504706,1
17909524,1
17843185,1
17818482,1
17818472,1
17793309,1
17788925,1
17723877,1
17634261,1
17611710,1
17583849,1
17494629,1
17472034,1
17435558,1
17434208,1
17417022,1
17414168,1
17272170,1
17257464,1
17244137,1
17229156,1
17228250,1
17912016,1
17961038,1
17962442,1
17041253,1
16688940,1
15884418,1
14195793,1
14168316,1
14085240,1
"7824224,",1
"7709086,",1
17683642,1
17151589,1
16999659,1
17965742,1
16868527,1
16729981,1
"7488165,",1
"7319081,",1
"7316722,",1
16688955,1
15912260,1
15855499,1
17304047,1
17210199,1
17126917,1
17110597,1
16498340,1
16514170,1
16497821,1
16498357,1
16498334,1
16497510,1
16497558,1
16514250,1
16512568,1
16497536,1
16513058,1
16498118,1
16500542,1
16499749,1
16498515,1
16498159,1
16497478,1
16499120,1
16508141,1
16501866,1
16516069,1
16517031,1
16498109,1
17053397,1
"7456838,",1
17051773,1
16960137,1
16922374,1
16921802,1
16907265,1
16804858,1
16761310,1
"7514064,",1
"7495684,",1
"7444132,",1
"7318206,",1
"7422978,",1
"7344702,",1
"7329823,",1
"7319898,",1
"7319731,",1
"7319520,",1
"7319230,",1
"7318739,",1
"7318373,",1
12187930,1
11643221,1
14233552,1
11914559,1
11931741,1
11930297,1
11929283,1
11928242,1
11927836,1
11926299,1
11923229,1
11922309,1
11922124,1
11921616,1
11921375,1
11921246,1
11921213,1
11920795,1
11920715,1
11917935,1
11917859,1
11917813,1
11917515,1
11916825,1
11916670,1
11934395,1
11936627,1
11938732,1
11954198,1
12055948,1
12053170,1
12030553,1
12029851,1
12018842,1
12015168,1
12005419,1
11990360,1
11969105,1
11953882,1
11939350,1
11952031,1
11948168,1
11947336,1
11946449,1
11944597,1
11942928,1
11942562,1
11940819,1
11939704,1
11914728,1
11914285,1
11389331,1
11913471,1
11897239,1
11896988,1
11896901,1
11896856,1
11896479,1
"7219210,",1
"7682903,",1
"7684570,",1
"7248792,",1
"7649663,",1
"9029393,",1
15251565,1
"7442812,",1
"9143476,",1
"8961595,",1
17742103,1
17178105,1
16661711,1
15917242,1
15794739,1
15440620,1
11897254,1
11897392,1
11897529,1
11903247,1
11912383,1
11910637,1
11910147,1
11909928,1
11907416,1
11905585,1
11905316,1
11903491,1
11903380,1
11902444,1
11898457,1
11902358,1
11902162,1
11902045,1
11901512,1
11900919,1
11900516,1
11900301,1
11900093,1
11899262,1
12061140,1
12061139,1
12097984,1
12122592,1
11354788,1
11344002,1
11331421,1
11361517,1
11299047,1
17540233,1
16882530,1
16881898,1
16875137,1
16115833,1
15699775,1
15783143,1
13998475,1
11349323,1
11330954,1
11552953,1
11362401,1
11338213,1
11388629,1
17690041,1
17688555,1
11433921,1
15461379,1
16791340,1
11331450,1
11289430,1
11345685,1
11302561,1
11532501,1
11504557,1
11684613,1
11672637,1
11387856,1
12153451,1
11334419,1
16879128,1
15534938,1
11751170,1
11377855,1
11370557,1
12112259,1
11379255,1
11333704,1
11315933,1
11294589,1
17536861,1
17535621,1
17531989,1
12325274,1
17559510,1
17549817,1
15618991,1
17190930,1
14830154,1
12459138,1
12444454,1
12442774,1
12419082,1
12282023,1
17666511,1
12257672,1
12239871,1
12213256,1
12205730,1
12187713,1
12171515,1
12171159,1
12146375,1
12129258,1
17569841,1
17669288,1
17527209,1
15826820,1
17522781,1
17515819,1
16910085,1
16873833,1
16761583,1
16097441,1
15448132,1
15448133,1
16136838,1
11383807,1
17674028,1
11331073,1
11326172,1
11324380,1
14934668,1
11332185,1
17746051,1
17741069,1
17706093,1
17676849,1
"2517119,",1
"5721231,",1
12097913,1
"6654858,",1
17077473,1
"7707823,",1
"8855061,",1
"7297619,",1
"7064206,",1
"6476181,",1
"7802119,",1
"1378386,",1
"5810998,",1
"8914534,",1
"9054347,",1
"8458269,",1
"8314331,",1
"9223813,",1
"6642230,",1
"8970443,",1
"4763436,",1
10275333,1
"8637266,",1
14730222,1
"9447748,",1
17824611,1
"9638890,",1
"3599900,",1
16323168,1
"5784265,",1
"5528522,",1
"5333257,",1
"4913427,",1
"4550577,",1
"3428090,",1
"2173660,",1
14207886,1
17680560,1
16273317,1
"4600170,",1
13734161,1
13612822,1
11204390,1
10576654,1
10290956,1
"8466276,",1
"5951284,",1
"5342831,",1
"4913342,",1
"8894739,",1
"9208302,",1
"8629796,",1
"8928043,",1
17063290,1
16888451,1
15780737,1
14776666,1
11565555,1
16883567,1
12517446,1
11474271,1
10073530,1
"9846518,",1
"5917991,",1
"1362899,",1
17804022,1
11457547,1
10143560,1
"9205559,",1
17700348,1
17517294,1
17176207,1
17170102,1
17021607,1
17374528,1
17332781,1
11284600,1
"5566474,",1
"9998395,",1
"9768781,",1
"9066021,",1
"8518754,",1
11899515,1
"8865688,",1
13320072,1
"8424008,",1
"6238533,",1
11537385,1
14684684,1
"9941351,",1
"9277767,",1
10390649,1
"9262956,",1
"8112105,",1
"5428017,",1
"9773245,",1
"8695606,",1
"9194601,",1
"8529867,",1
"9635274,",1
"9234128,",1
"8321027,",1
"6306230,",1
"5859418,",1
"6471112,",1
"6451064,",1
"8152109,",1
"7848337,",1
"5657266,",1
10320467,1
"7731850,",1
"9779596,",1
"5813877,",1
"5527796,",1
"7248918,",1
"9220643,",1
"5578557,",1
"8546917,",1
"5421618,",1
"7092076,",1
"4926157,",1
"9574164,",1
13079196,1
"6687866,",1
"5128595,",1
"5333383,",1
"7357544,",1
11560493,1
11164863,1
11137803,1
"9715986,",1
"9176484,",1
"9081060,",1
"8573201,",1
"7681219,",1
"7488176,",1
"6979796,",1
"5472249,",1
"6748336,",1
"6684048,",1
"5991472,",1
"5844018,",1
"5833070,",1
"5799552,",1
"5764363,",1
"5761390,",1
"5500508,",1
"8190582,",1
"7798585,",1
15862144,1
14180089,1
16328929,1
16216657,1
16210985,1
15928562,1
15419894,1
10489193,1
"7880233,",1
"7212450,",1
"6403270,",1
"6072099,",1
"5583006,",1
"4986066,",1
"4901560,",1
16363332,1
17549774,1
16935893,1
16845875,1
16377161,1
16315353,1
16284975,1
16212258,1
16599856,1
"5314212,",1
"6654741,",1
"8217769,",1
"9202815,",1
16253324,1
"5855750,",1
"9486803,",1
"7474440,",1
17302087,1
"5719918,",1
"4905540,",1
16391813,1
"4697685,",1
10557781,1
"2855484,",1
10288245,1
"2925498,",1
17234014,1
16317450,1
"8745061,",1
16216349,1
15841912,1
15127856,1
16892475,1
14370963,1
14240660,1
"9165044,",1
"9336008,",1
"8837577,",1
"8750378,",1
"8739459,",1
"8681887,",1
"8647798,",1
"9162779,",1
"9162828,",1
"9162840,",1
"9170489,",1
"9165696,",1
"9178130,",1
"9175020,",1
"9167376,",1
"9161937,",1
"9168822,",1
"9185793,",1
"9174908,",1
"9192262,",1
"9168292,",1
"9165844,",1
"9518441,",1
"9678934,",1
"9931463,",1
17115891,1
17369003,1
17367160,1
17346877,1
17329937,1
17255180,1
17238667,1
17231655,1
17215868,1
17127365,1
17071331,1
12407395,1
17000130,1
16981228,1
16950655,1
15509273,1
14410767,1
13879247,1
13628183,1
13566818,1
12732923,1
"9180964,",1
"9163272,",1
"9623653,",1
"9179978,",1
"9176482,",1
"9176032,",1
"9175141,",1
"9174369,",1
"9174300,",1
"9173564,",1
"9173214,",1
"9172665,",1
"9172624,",1
"9170723,",1
"9166749,",1
"9163623,",1
"9174888,",1
"9170637,",1
"9191767,",1
"9165178,",1
"9272670,",1
"9271463,",1
"9270774,",1
"9268645,",1
"9259823,",1
"9179814,",1
"9179862,",1
"9183268,",1
"9186628,",1
"9215250,",1
"9215000,",1
"9198609,",1
"9192543,",1
"9192072,",1
"9192021,",1
"9191937,",1
"9191792,",1
"9187009,",1
"9185136,",1
"9191610,",1
"9184690,",1
"9184657,",1
"9184445,",1
"9184322,",1
"9183865,",1
"9183851,",1
"9269277,",1
"9265567,",1
"9225362,",1
17400745,1
17479633,1
17503621,1
17526577,1
"2078380,",1
"1393283,",1
"1373795,",1
"4809942,",1
11097423,1
"8558126,",1
"2180111,",1
"8517206,",1
"7888917,",1
11650189,1
10313629,1
"8381636,",1
10102572,1
10419360,1
16757853,1
12396297,1
10694175,1
10786789,1
10369642,1
"9396568,",1
"7602932,",1
"2098802,",1
"2163961,",1
"2221833,",1
"5763800,",1
"8679474,",1
"8549185,",1
"8175141,",1
"6945990,",1
"6071787,",1
"5895204,",1
"5894724,",1
"5893933,",1
"5892663,",1
"5652064,",1
"2658547,",1
"5486268,",1
"5194916,",1
"5011923,",1
"4699116,",1
"4501758,",1
"3856342,",1
"3787693,",1
"3313687,",1
"3163805,",1
"6128990,",1
16572434,1
15695738,1
"9683620,",1
17218994,1
17200947,1
17199303,1
17139450,1
16996861,1
15671354,1
14294106,1
11962189,1
10182198,1
"9628801,",1
17277102,1
"7455523,",1
"6442651,",1
"6164320,",1
"6143772,",1
"3893037,",1
15616222,1
17593459,1
17571829,1
17539414,1
17231102,1
17527442,1
13615449,1
12287481,1
12531153,1
11659702,1
10994812,1
10735185,1
11816014,1
17256018,1
17157798,1
15138304,1
14312937,1
11841647,1
"9155397,",1
10241767,1
"8576418,",1
"8554162,",1
"7823714,",1
"7550566,",1
"6467308,",1
"6443482,",1
"6281278,",1
"2105688,",1
11693668,1
13313657,1
13887743,1
"5853043,",1
"7941951,",1
"8001407,",1
"8012477,",1
"9028848,",1
"7081032,",1
"6093254,",1
"9137296,",1
"9125515,",1
"7795803,",1
"9155467,",1
"8838718,",1
"8882251,",1
"5503825,",1
"5529548,",1
"5510331,",1
"5972996,",1
"5496678,",1
"8001226,",1
"6822123,",1
"5457957,",1
"5749531,",1
"8110742,",1
"7467926,",1
"8523419,",1
12569211,1
12582965,1
12582851,1
12582804,1
12582457,1
12582180,1
12569370,1
12569350,1
12569271,1
12569236,1
12567575,1
"7631190,",1
12567271,1
12567269,1
12567081,1
12567004,1
12566612,1
"7415058,",1
"7720313,",1
"7139061,",1
"6469759,",1
"8920531,",1
"5636285,",1
"5895932,",1
"8436434,",1
"7824614,",1
"6001089,",1
"5526107,",1
"5483391,",1
"8046287,",1
"6853980,",1
"6313983,",1
"6232251,",1
"6120374,",1
"6119026,",1
"6119015,",1
"5834779,",1
"5824134,",1
"5659822,",1
"7178785,",1
