movie_id,user_id,rating,genre
213746,1,10,1
213746,2,10,1
213746,3,10,1
213746,4,10,1
213746,5,10,1
213746,6,10,1
171539,7,10,2
171539,8,10,2
171539,9,10,2
171539,10,10,2
171539,11,8,2
171539,12,10,2
171539,13,10,2
171539,14,10,2
171539,15,10,2
171539,16,10,2
171539,17,9,2
171539,18,10,2
171539,19,9,2
171539,20,10,2
171539,21,8,2
171539,22,8,2
171539,23,10,2
171539,24,10,2
171539,25,10,2
171539,26,10,2
171539,27,9,2
171539,28,10,2
171539,29,9,2
171539,30,10,2
171539,31,10,2
171539,32,10,2
171539,33,10,2
171539,34,10,2
171539,35,9,2
171539,36,10,2
171539,37,9,2
174830,38,9,2
174830,39,10,2
174830,40,10,2
174830,41,8,2
174830,42,10,2
174830,43,10,2
174830,44,10,2
174830,45,10,2
174830,46,10,2
174830,47,10,2
174830,48,10,2
174830,49,9,2
174830,50,10,2
174830,51,10,2
174830,52,9,2
174830,53,9,2
174830,54,9,2
174830,55,8,2
174830,56,10,2
174830,57,10,2
174830,58,7,2
174830,59,10,2
174830,60,10,2
174830,61,10,2
174830,62,9,2
174830,63,10,2
174830,64,10,2
174830,65,10,2
174830,66,10,2
174830,67,10,2
174830,68,9,2
174830,21,8,2
186114,69,6,3
186114,70,10,3
186114,71,10,3
186114,72,10,3
186114,73,10,3
186114,74,10,3
186114,75,10,3
186114,76,10,3
186114,77,10,3
186114,78,10,3
186114,79,10,3
186114,80,10,3
186114,81,10,3
186114,82,10,3
186114,83,10,3
186114,1,10,3
186114,84,10,3
192613,13,10,4
192613,85,10,4
192613,86,10,4
192613,87,10,4
192613,88,10,4
192613,89,10,4
192613,90,10,4
144906,91,10,5
144906,92,10,5
144906,93,8,5
144906,94,10,5
144906,95,10,5
144906,26,10,5
144906,96,10,5
144906,97,10,5
144906,98,10,5
144906,99,10,5
144906,100,7,5
144906,101,10,5
144906,102,10,5
144906,103,10,5
144906,104,10,5
144906,105,10,5
144906,106,10,5
144906,107,8,5
144906,108,8,5
144906,109,10,5
151196,110,10,2
151196,111,10,2
151196,112,10,2
151196,113,8,2
151196,114,8,2
151196,115,8,2
151196,116,8,2
151196,117,10,2
151196,118,9,2
151196,119,10,2
151196,120,10,2
151196,121,8,2
151196,122,9,2
151196,123,8,2
151196,100,10,2
151196,124,9,2
151196,125,10,2
151196,126,10,2
151196,127,10,2
151196,128,9,2
151196,129,10,2
151196,130,10,2
151196,131,10,2
169240,132,10,2
169240,133,10,2
169240,134,10,2
169240,135,10,2
169240,136,10,2
169240,137,9,2
169240,138,10,2
169240,139,10,2
169240,140,10,2
169240,141,10,2
169240,142,10,2
169240,143,10,2
169240,144,10,2
169240,145,10,2
196843,146,10,4
196843,147,10,4
196843,148,8,4
196843,149,10,4
196843,150,10,4
196843,151,10,4
196843,152,10,4
196843,153,10,4
175092,154,8,2
175092,98,8,2
175092,155,9,2
175092,156,10,2
175092,157,9,2
175092,158,10,2
175092,159,8,2
175092,160,9,2
175092,161,10,2
175092,162,10,2
175092,163,10,2
175092,164,10,2
175092,165,10,2
175092,166,6,2
175092,167,10,2
175092,168,10,2
175092,169,10,2
175092,170,10,2
175092,171,8,2
157243,172,10,2
157243,173,10,2
157243,174,10,2
157243,175,9,2
157243,176,10,2
157243,77,10,2
157243,139,10,2
157243,177,9,2
157243,178,10,2
157243,179,10,2
157243,180,10,2
157243,181,10,2
157243,182,10,2
157243,183,10,2
157243,184,10,2
181710,185,9,6
181710,186,10,6
181710,187,10,6
181710,188,10,6
181710,189,10,6
181710,190,8,6
181710,191,10,6
181710,192,9,6
181710,193,9,6
181710,194,9,6
181710,195,9,6
181710,196,10,6
181710,197,9,6
181710,198,10,6
181710,199,10,6
181710,200,10,6
181710,201,10,6
181710,202,10,6
181710,203,10,6
181710,204,10,6
181710,205,10,6
181710,206,9,6
181710,207,9,6
181710,208,10,6
181710,209,10,6
181710,210,10,6
181710,211,10,6
181710,65,10,6
181710,212,9,6
181710,213,10,6
181710,214,10,6
181710,215,10,6
181710,216,10,6
181710,217,10,6
196828,218,10,1
196828,219,10,1
196828,28,10,1
196828,220,10,1
196828,221,10,1
196828,222,10,1
196828,5,10,1
196828,74,10,1
196828,223,10,1
196828,224,10,1
196828,225,10,1
196828,226,10,1
196828,227,10,1
179518,228,10,3
179518,229,9,3
179518,230,10,3
179518,231,8,3
179518,232,10,3
179518,233,10,3
179518,234,10,3
179518,235,10,3
179518,236,10,3
179518,237,9,3
179518,238,10,3
179518,239,9,3
179518,240,8,3
179518,241,10,3
179518,242,10,3
179518,243,10,3
179518,244,9,3
179518,245,8,3
179518,24,10,3
179518,246,10,3
179518,247,10,3
17421,248,10,2
17421,249,10,2
