,신세계,21 그램,추격자,종횡사해,나우 유 씨 미 2,레옹,플레이스 비욘드 더 파인즈,살인의 추억,내부자들: 디 오리지널,대부 3,그랜 토리노,양자물리학,엘라의 계곡,스워드피쉬,세븐,아이리시맨,시카리오: 암살자의 도시,보이 A,더 콜,유주얼 서스펙트,프라이멀 피어,이탈리안 잡,거북이 달린다,트레인스포팅,링컨 차를 타는 변호사,분노의 질주,몬스터,공공의 적,홀리데이,리플리,대부 2,파고,어 퓨 굿 맨,이스턴 프라미스,슬럼독 밀리어네어,저수지의 개들,레드 드래곤,블랙머니,암수살인,트리플 9,프라미싱 영 우먼,내부자들,보이스,작전,베스트 오퍼,침묵의 목격자,빠삐용,악마는 사라지지 않는다,특별수사: 사형수의 편지,프리퀀시,끝까지 간다,타짜,호텔 뭄바이,젠틀맨,용의자 X의 헌신,인비저블 게스트,캐치 미 이프 유 캔,부당거래,친구,범죄의 재구성,세븐 데이즈,메멘토,우아한 세계,그린 마일,나이트 크롤러,쓰리 데이즈,무간도,로스트 인 더스트,마더,범죄와의 전쟁 : 나쁜놈들 전성시대,바람의 소리,쏘우,비열한 거리,복수는 나의 것,강철중: 공공의 적 1-1,히트,아메리칸 싸이코,엔드 오브 왓치,펄프 픽션,럭키 넘버 슬레븐,시티 오브 갓,양들의 침묵,무간도 3 - 종극무간,칼리토,아메리칸 갱스터,스카페이스,로드 오브 워,엘리트 스쿼드,JFK,대부,언터처블
0,10.0,0.8287407022840886,0.6958206714186881,0.6944742893712303,0.6895967277747852,0.571682625286721,0.5342312562570443,0.5178625443157466,0.4105724894268068,0.39561495440371663,0.393377676198825,0.3736315343778374,0.3658328861883913,0.21409414262281257,0.2075308923748204,0.18202474644706754,0.17975742933023836,0.17798557961323358,0.17357741791660483,0.15330536034508935,0.1414481194341142,0.13584262758655768,0.132200533566945,0.13162874837135288,0.1308179209563924,0.12279747441446899,0.12043351089890231,0.10880535676872159,0.10032869712902419,0.09759424341567736,0.08861662744275788,0.05930553003799467,0.049037705393162795,0.03674300647773906,0.024492263885616955,-0.011390235154234611,-0.02468231046304815,-0.061584403848308836,-0.08137430732153261,-0.08355146093205951,-0.0922595501750472,-0.09278411574554084,-0.095353027076729,-0.09684310059203313,-0.09822662701183336,-0.10094478546362298,-0.10139294761492981,-0.10285075067517355,-0.10453564226313614,-0.10483338591643397,-0.1053244936064219,-0.10753055678396298,-0.10862394093280361,-0.10874643764935168,-0.11227611890939194,-0.11477159246274776,-0.1201907479532416,-0.12506628980689224,-0.1267439638917197,-0.1278306239008798,-0.12799231678948406,-0.1284956419563773,-0.12889353890559946,-0.13173504669243014,-0.13233629717548986,-0.13309026406385485,-0.13331732717838904,-0.1345040907622114,-0.13474832730125844,-0.13625936230976457,-0.13727077594778653,-0.14127605973315494,-0.1417316431029989,-0.14176390774764897,-0.14430489413197173,-0.14518315128730702,-0.14750961065265308,-0.1520927998078015,-0.15335150917209384,-0.15651963259553012,-0.1576402945056962,-0.15767844464570385,-0.15824647660844768,-0.15961969765333212,-0.16029087039804701,-0.1603481910027445,-0.16087600719575457,-0.16231816557287615,-0.16471035975610676,-0.16620506660133205,-0.16883625597689148
