,내부자들,쓰리 데이즈,엘라의 계곡,암수살인,쏘우,럭키 넘버 슬레븐,블랙머니,나우 유 씨 미 2,내부자들: 디 오리지널,트리플 9,양자물리학,프라미싱 영 우먼,보이스,작전,베스트 오퍼,침묵의 목격자,빠삐용,악마는 사라지지 않는다,더 콜,특별수사: 사형수의 편지,프리퀀시,끝까지 간다,타짜,호텔 뭄바이,젠틀맨,신세계,용의자 X의 헌신,인비저블 게스트,레옹,캐치 미 이프 유 캔,그랜 토리노,아이리시맨,시카리오: 암살자의 도시,세븐,살인의 추억,부당거래,친구,범죄의 재구성,세븐 데이즈,메멘토,우아한 세계,플레이스 비욘드 더 파인즈,홀리데이,그린 마일,나이트 크롤러,21 그램,무간도,로스트 인 더스트,마더,거북이 달린다,범죄와의 전쟁 : 나쁜놈들 전성시대,바람의 소리,종횡사해,추격자,슬럼독 밀리어네어,비열한 거리,복수는 나의 것,몬스터,공공의 적,강철중: 공공의 적 1-1,유주얼 서스펙트,보이 A,프라이멀 피어,히트,대부 3,분노의 질주,아메리칸 싸이코,대부 2,엔드 오브 왓치,트레인스포팅,이스턴 프라미스,펄프 픽션,리플리,스워드피쉬,시티 오브 갓,양들의 침묵,무간도 3 - 종극무간,칼리토,아메리칸 갱스터,스카페이스,링컨 차를 타는 변호사,어 퓨 굿 맨,로드 오브 워,파고,엘리트 스쿼드,이탈리안 잡,JFK,저수지의 개들,대부,언터처블,레드 드래곤
0,10.0,0.6372017537071267,0.46330291988683353,0.4265247225723169,0.23735018901853,0.12046177993760794,-0.05143020840112114,-0.05612007796130615,-0.06770780369477514,-0.06977528041902051,-0.07181942569774304,-0.0770475574332717,-0.07963097387957566,-0.08087536022800636,-0.08203076724102326,-0.0843007487120972,-0.08467501673125313,-0.08589245346053961,-0.08642113807739936,-0.08729953577501076,-0.08754818668631871,-0.08795831927290143,-0.08980064106019094,-0.09071374520870014,-0.09081604435047697,-0.09278411574554084,-0.09376374265475078,-0.09584775608816361,-0.09609152434918164,-0.10037338723530709,-0.10047833924166172,-0.10057125512237476,-0.10177655324379034,-0.10317047062207789,-0.103376026372334,-0.10444503716504072,-0.1058460920169213,-0.10675358071925421,-0.10688861326707912,-0.10730894888144299,-0.10764123955476179,-0.10826785060975938,-0.10940241869738591,-0.11001423220416845,-0.11051634695583804,-0.11107537314616214,-0.11133562219995945,-0.11232670914121008,-0.11253067532936004,-0.11265776691271576,-0.11379256698589453,-0.1146372161329631,-0.11557889008086353,-0.11638794578706203,-0.11732456552364103,-0.11836256399875407,-0.11838950876552301,-0.11989571785680475,-0.12027947598728833,-0.1205115307568716,-0.12066875211786217,-0.12073509023993173,-0.12116294862064934,-0.12124497860577678,-0.12140713127961165,-0.12282941186609915,-0.1231878453466998,-0.12640468538163088,-0.1270153464453816,-0.12749548508580374,-0.12750948873570184,-0.1280665165611377,-0.129159668372312,-0.13143705127050268,-0.13164815590018486,-0.13168001574664756,-0.13215438913336394,-0.13330118994827742,-0.13386169799864078,-0.13390956743410004,-0.13392778911290257,-0.13410533865013843,-0.1343503559309866,-0.1352995920145039,-0.1355547275128812,-0.13555657794251813,-0.1375524905452644,-0.1379177970974802,-0.1388007462682211,-0.14099809834880872,-0.14161432130309937
