movie_id,user_name,user_id,movie_title,reple_score
213746,chae****,1,???? ??? ?????,10
213746,mom0****,2,???? ??? ?????,10
213746,kimh****,3,???? ??? ?????,10
213746,bak0****,4,???? ??? ?????,10
213746,you(youn****),5,???? ??? ?????,10
213746,mama****,6,???? ??? ?????,10
171539,redb****,7,??? ??,10
171539,???????(eilo****),8,??? ??,10
171539,dora****,9,??? ??,10
171539,?????찿(yubi****),10,??? ??,10
171539,??????(spri****),11,??? ??,8
171539,????????(perf****),12,??? ??,10
171539,?????????(ffsa****),13,??? ??,10
171539,hsgg****,14,??? ??,10
171539,ekdn****,15,??? ??,10
171539,ANNE(bfw1****),16,??? ??,10
171539,????(pale****),17,??? ??,9
171539,with****,18,??? ??,10
171539,??(74st****),19,??? ??,9
171539,??o????(ifor****),20,??? ??,10
171539,dyna****,21,??? ??,8
171539,spad****,22,??? ??,8
171539,dari****,23,??? ??,10
171539,hyun****,24,??? ??,10
171539,o??????(alst****),25,??? ??,10
171539,?????(lsbl****),26,??? ??,10
171539,?????(elxm****),27,??? ??,9
171539,hell****,28,??? ??,10
171539,qmff****,29,??? ??,9
171539,???????(fish****),30,??? ??,10
171539,kiki****,31,??? ??,10
171539,?????(read****),32,??? ??,10
171539,???????(luv1****),33,??? ??,10
171539,??????(kkon****),34,??? ??,10
171539,??????(jedi****),35,??? ??,9
171539,?? ??(chlw****),36,??? ??,10
171539,ryu7****,37,??? ??,9
174830,??(zksy****),38,????????,9
174830,blue(nymp****),39,????????,10
174830,wodu****,40,????????,10
174830,pon0****,41,????????,8
174830,dm(dmfj****),42,????????,10
174830,MEME(mj79****),43,????????,10
174830,yonccu(zzyo****),44,????????,10
174830,rmflrh(kgoe****),45,????????,10
174830,????(nept****),46,????????,10
174830,flow****,47,????????,10
174830,kiss****,48,????????,10
174830,STRFKR(nesp****),49,????????,9
174830,????????(sagw****),50,????????,10
174830,??????????(haes****),51,????????,10
174830,dong****,52,????????,9
174830,????21(rlaw****),53,????????,9
174830,?ξ???(ooko****),54,????????,9
174830,jjol****,55,????????,8
174830,Joondel(joon****),56,????????,10
174830,funn****,57,????????,10
174830,??????(krs4****),58,????????,7
174830,soap****,59,????????,10
174830,safflower(rose****),60,????????,10
174830,bju(byun****),61,????????,10
174830,???(pbc1****),62,????????,9
174830,???????(whdd****),63,????????,10
174830,Wony(wony****),64,????????,10
174830,??????(dotn****),65,????????,10
174830,cool****,66,????????,10
174830,??????(pree****),67,????????,10
174830,??????(dlwo****),68,????????,9
174830,dyna****,21,????????,8
186114,?????38(wand****),69,????,6
186114,bigg****,70,????,10
186114,??????(sarr****),71,????,10
186114,amaz****,72,????,10
186114,mets****,73,????,10
186114,pink****,74,????,10
186114,jina****,75,????,10
186114,daily2020(robo****),76,????,10
186114,??????????(whit****),77,????,10
186114,slee****,78,????,10
186114,ilik****,79,????,10
186114,kimc****,80,????,10
186114,audi****,81,????,10
186114,?????(ohga****),82,????,10
186114,????(aqua****),83,????,10
186114,chae****,1,????,10
186114,than****,84,????,10
192613,?????????(ffsa****),13,?????? ???o ??? ??????? : ?ο?,10
192613,???¸?(taer****),85,?????? ???o ??? ??????? : ?ο?,10
192613,dhwo****,86,?????? ???o ??? ??????? : ?ο?,10
192613,jsw9****,87,?????? ???o ??? ??????? : ?ο?,10
192613,wlwl****,88,?????? ???o ??? ??????? : ?ο?,10
192613,wjdd****,89,?????? ???o ??? ??????? : ?ο?,10
192613,????????Ŀ(ehfn****),90,?????? ???o ??? ??????? : ?ο?,10
144906,????(csy_****),91,????? ?????,10
144906,king****,92,????? ?????,10
144906,?????(pdg6****),93,????? ?????,8
144906,?????(gisu****),94,????? ?????,10
144906,hong****,95,????? ?????,10
144906,?????(lsbl****),26,????? ?????,10
144906,09yo****,96,????? ?????,10
144906,clau****,97,????? ?????,10
144906,happ****,98,????? ?????,10
144906,?????(rose****),99,????? ?????,10
